Service Name,Physical Address Line 1,Physical Address Line 2,Physical Suburb,Physical State,Physical Post Code,2019 Aged Care Planning Region (ACPR),Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,2019 MMM Code,2016 SA2 Code,2016 SA2 Name,2016 SA3 Code,2016 SA3 Name,Medicare Local Area Name,Medicare Local Area Code,2017 PHN Name,2017 PHN Code,2019 LGA Code,2019 LGA Name,Latitude,Longitude,2022/23 FY Australian Government Funding
West Beach Residential Care,655-671 Burbridge Road, ,WEST BEACH,SA,5024,Metropolitan West,Residential,80,0,0,Southern Cross Care (SA NT & VIC) Incorporated,Religious,Major Cities of Australia,1,41109,West Beach,40403,West Torrens,Central Adelaide and Hills,ML402,Adelaide,PHN401,48410,West Torrens (C),-34.93594752,138.5086031,"$6,167,929 "
Estia Health Strathalbyn,7 Langhorne Creek Road, ,STRATHALBYN,SA,5255,"Hills, Mallee & Southern",Residential,47,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Inner Regional Australia,4,41146,Strathalbyn,40701,Fleurieu - Kangaroo Island,Southern Adelaide - Fleurieu - Kangaroo Island,ML403,Country SA,PHN402,40220,Alexandrina (DC),-35.26115682,138.9018245,"$4,244,057 "
Estia Health Salisbury East,8 Oakmont Court, ,SALISBURY EAST,SA,5109,Metropolitan North,Residential,80,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41047,Salisbury East,40204,Salisbury,Northern Adelaide,ML401,Adelaide,PHN401,47140,Salisbury (C),-34.77135267,138.6661719,"$7,146,726 "
Uniting AgeWell Queenborough Rise,1 Peel Street, ,SANDY BAY,TAS,7005,Southern,Residential,60,0,0,Uniting Agewell Limited,Religious,Inner Regional Australia,2,61031,Sandy Bay,60105,Hobart Inner,Tasmania,ML601,Tasmania,PHN601,62810,Hobart (C),-42.90486007,147.3313324,"$3,961,325 "
Catholic Healthcare Our Lady of Loreto Gardens,1 Minnesota Road, ,HAMLYN TERRACE,NSW,2259,Central Coast,Residential,60,0,0,Catholic Healthcare Limited,Charitable,Major Cities of Australia,1,11056,Warnervale - Wadalba,10202,Wyong,Central Coast NSW,ML109,Hunter New England and Central Coast,PHN108,11650,Central Coast (C) (NSW),-33.24414632,151.4677064,"$4,935,795 "
Aegis Shoalwater,72 Fourth Avenue, ,SHOALWATER,WA,6169,Metropolitan South West,Residential,169,0,0,Aegis Aged Care Shoalwater Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,51190,Safety Bay - Shoalwater,50705,Rockingham,Perth South Coastal,ML505,Perth South,PHN502,57490,Rockingham (C),-32.29303631,115.7088147,"$14,710,000 "
BaptistCare Shalom Centre,159-165 Balaclava Road, ,MACQUARIE PARK,NSW,2113,Northern Sydney,Residential,164,0,0,BaptistCare NSW & ACT,Charitable,Major Cities of Australia,1,11500,Macquarie Park - Marsfield,12602,Ryde - Hunters Hill,Northern Sydney,ML107,Northern Sydney,PHN102,16700,Ryde (C),-33.777251,151.11049,"$9,729,766 "
Mallee Track - Ouyen MPS,28 Britt Street, ,OUYEN,VIC,3490,Loddon-Mallee,Multi-Purpose Service,58,0,0,Mallee Track Health and Community Service,State Government,Outer Regional Australia,5,21398,Mildura Region,21502,Mildura,Lower Murray,ML213,Murray,PHN205,24780,Mildura (RC),-35.073711,142.31329,"$3,260,994 "
Orbost MPS,104 Boundary Road, ,ORBOST,VIC,3888,Gippsland,Multi-Purpose Service,44,0,0,Orbost Regional Health,State Government,Outer Regional Australia,5,21085,Orbost,20502,Gippsland - East,Gippsland,ML217,Gippsland,PHN204,22110,East Gippsland (S),-37.701717,148.465536,"$2,529,826 "
Otway Health Multi-Purpose Service,75 McLachlan Street, ,APOLLO BAY,VIC,3233,Barwon-South Western,Multi-Purpose Service,30,3,0,Great Ocean Road Health,State Government,Inner Regional Australia,5,21476,Otway,21703,Colac - Corangamite,Barwon,ML210,Western Victoria,PHN206,21750,Colac-Otway (S),-38.753898,143.664614,"$1,871,392 "
Corryong MPS,Kiell Street, ,CORRYONG,VIC,3707,Hume,Multi-Purpose Service,52,8,0,Corryong Health,State Government,Outer Regional Australia,5,21072,Towong,20403,Wodonga - Alpine,Hume,ML216,Murray,PHN205,26670,Towong (S),-36.198536,147.903413,"$2,968,833 "
Regis Port Stephens,40 Bagnall Beach Road, ,CORLETTE,NSW,2315,Hunter,Residential,150,0,0,Regis Aged Care Pty Ltd,Private Incorporated Body,Inner Regional Australia,4,11121,Nelson Bay Peninsula,10603,Port Stephens,Hunter,ML111,Hunter New England and Central Coast,PHN108,16400,Port Stephens (A),-32.72935993,152.1148183,"$10,913,961 "
Ozcare Noosa Heads,80 Cooyar Street, ,NOOSA HEADS,QLD,4567,Sunshine Coast,Residential,130,0,0,Ozcare,Charitable,Major Cities of Australia,1,31434,Noosa Heads,31605,Noosa,Sunshine Coast,ML304,"Central Queensland, Wide Bay, Sunshine Coast",PHN306,35740,Noosa (S),-26.40418999,153.0911402,"$8,347,189 "
Burpengary Gardens Care Community,149 - 163 Rosehill Drive, ,BURPENGARY,QLD,4505,Cabool,Residential,96,0,0,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,31372,Burpengary,31304,Narangba - Burpengary,Metro North Brisbane,ML301,Brisbane North,PHN301,35010,Moreton Bay (R),-27.169301,152.9652955,"$8,686,668 "
BaptistCare Caloola Centre,Cnr Plumpton Rd & Redhill Rd, ,WAGGA WAGGA,NSW,2650,Riverina/Murray,Residential,78,0,0,BaptistCare NSW & ACT,Charitable,Inner Regional Australia,3,11267,Wagga Wagga - East,11303,Wagga Wagga,Murrumbidgee,ML116,Murrumbidgee,PHN110,17750,Wagga Wagga (C),-35.15455,147.36955,"$4,619,817 "
Heritage Gardens,325-329 Canterbury Road, ,BAYSWATER,VIC,3153,Eastern Metro,Residential,124,0,0,Heritage Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21263,Bayswater North,21103,Maroondah,Eastern Melbourne,ML207,Eastern Melbourne,PHN202,24410,Maroondah (C),-37.83262,145.266089,"$9,165,620 "
Adventist Retirement Village - Victoria Pt,571 Cleveland-Redland Bay Road, ,VICTORIA POINT,QLD,4165,Brisbane South,Residential,179,0,0,Seventh-Day Adventist Aged Care (South Queensland) Ltd,Charitable,Major Cities of Australia,1,31013,Victoria Point,30102,Cleveland - Stradbroke,Greater Metro South Brisbane,ML302,Brisbane South,PHN302,36250,Redland (C),-27.59537326,153.2823166,"$13,880,483 "
HammondCare - Woy Woy,286 Railway Street, ,WOY WOY,NSW,2256,Central Coast,Residential,84,0,0,HammondCare,Charitable,Major Cities of Australia,1,11042,Woy Woy - Blackwall,10201,Gosford,Central Coast NSW,ML109,Hunter New England and Central Coast,PHN108,11650,Central Coast (C) (NSW),-33.49826905,151.3042523,"$6,111,388 "
Brightwater Madeley,95 Imperial Circuit, ,MADELEY,WA,6065,Metropolitan North,Residential,110,0,0,Brightwater Care Group Limited,Charitable,Major Cities of Australia,1,51103,Madeley - Darch - Landsdale,50503,Wanneroo,Perth North Metro,ML502,Perth North,PHN501,58760,Wanneroo (C),-31.81167058,115.8342704,"$8,790,173 "
Riddell Gardens Hostel,10 Spavin Drive, ,SUNBURY,VIC,3429,Northern Metro,Residential,72,0,0,RSL Care RDNS Limited,Charitable,Major Cities of Australia,1,21240,Sunbury,21004,Sunbury,Macedon Ranges and North Western Melbourne,ML204,North Western Melbourne,PHN201,23270,Hume (C),-37.561868,144.716217,"$5,769,852 "
Grace Munro Centre,2 Thunderbolts Way, ,BUNDARRA,NSW,2359,New England,Residential,11,0,0,Grace Munro Aged Care Centre Ltd,Charitable,Outer Regional Australia,5,11192,Inverell Region - East,11002,Inverell - Tenterfield,New England,ML114,Hunter New England and Central Coast,PHN108,17650,Uralla (A),-30.16547668,151.0759389,"$885,679 "
BaptistCare Orana Centre,193-201 Brisbane Water Drive, ,POINT CLARE,NSW,2250,Central Coast,Residential,128,0,0,BaptistCare NSW & ACT,Charitable,Major Cities of Australia,1,11037,Point Clare - Koolewong,10201,Gosford,Central Coast NSW,ML109,Hunter New England and Central Coast,PHN108,11650,Central Coast (C) (NSW),-33.43800507,151.3213014,"$9,418,989 "
Bethanie Fields,111 Eaton Drive, ,EATON,WA,6232,South West,Residential,160,0,0,The Bethanie Group Incorporated,Religious,Inner Regional Australia,2,51012,Eaton - Pelican Point,50102,Bunbury,South West WA,ML506,Country WA,PHN503,52660,Dardanup (S),-33.31569236,115.7231628,"$12,664,288 "
Osboine Contemporary Aged Care,39 Newton Street, ,BAYSWATER,WA,6053,Metropolitan East,Residential,106,0,0,ALINEA INC.,Charitable,Major Cities of Australia,1,51045,Bayswater - Embleton - Bedford,50401,Bayswater - Bassendean,Perth Central and East Metro,ML501,Perth North,PHN501,50420,Bayswater (C),-31.92266232,115.9237202,"$9,138,153 "
Blayney Multi-Purpose Service,1-3 Osman Street, ,BLAYNEY,NSW,2799,Central West,Multi-Purpose Service,20,0,0,Western NSW Local Health District,State Government,Inner Regional Australia,5,11076,Blayney,10304,Orange,Western NSW,ML115,Western NSW,PHN107,10850,Blayney (A),-33.537702,149.250699,"$1,351,752 "
Boggabri Multi-Purpose Service,1 Wee Waa Street, ,BOGGABRI,NSW,2382,New England,Multi-Purpose Service,16,3,0,Hunter New England Local Health District,State Government,Outer Regional Australia,5,11200,Gunnedah Region,11004,Tamworth - Gunnedah,New England,ML114,Hunter New England and Central Coast,PHN108,15750,Narrabri (A),-30.712447,150.041501,"$1,171,055 "
Collarenebri Multi-Purpose Service,Walgett Street, ,COLLARENEBRI,NSW,2833,Orana Far West,Multi-Purpose Service,10,2,0,Western NSW Local Health District,State Government,Remote Australia,6,11096,Walgett - Lightning Ridge,10501,Bourke - Cobar - Coonamble,Far West NSW,ML118,Western NSW,PHN107,17900,Walgett (A),-29.54535993,148.578271,"$883,326 "
Coolamon-Ganmain Multi-Purpose Service,1 Buchanan Drive, ,COOLAMON,NSW,2701,Riverina/Murray,Multi-Purpose Service,14,0,0,Murrumbidgee Local Health District,State Government,Inner Regional Australia,5,11271,Wagga Wagga Region,11303,Wagga Wagga,Murrumbidgee,ML116,Murrumbidgee,PHN110,12000,Coolamon (A),-34.81502261,147.1926188,"$1,007,396 "
Gilgandra Multi-Purpose Service,6 Chelmsford Avenue, ,GILGANDRA,NSW,2827,Orana Far West,Multi-Purpose Service,19,0,0,Western NSW Local Health District,State Government,Outer Regional Australia,5,11104,Gilgandra,10503,Dubbo,Western NSW,ML115,Western NSW,PHN107,12950,Gilgandra (A),-31.704174,148.664839,"$1,366,680 "
Grenfell Multi-Purpose Service,Cowra Road, ,GRENFELL,NSW,2810,Central West,Multi-Purpose Service,36,6,0,Western NSW Local Health District,State Government,Outer Regional Australia,5,11066,Grenfell,10302,Lachlan Valley,Western NSW,ML115,Western NSW,PHN107,18100,Weddin (A),-33.894262,148.157207,"$2,242,348 "
Gulargambone Multi-Purpose Service,51 Bourbah Street, ,GULARGAMBONE,NSW,2828,Orana Far West,Multi-Purpose Service,12,2,0,Western NSW Local Health District,State Government,Outer Regional Australia,5,11094,Coonamble,10501,Bourke - Cobar - Coonamble,Western NSW,ML115,Western NSW,PHN107,12150,Coonamble (A),-31.330029,148.469074,"$913,131 "
Jerilderie Multi-Purpose Service,33-39 Southey Street, ,JERILDERIE,NSW,2716,Riverina/Murray,Multi-Purpose Service,12,5,0,Murrumbidgee Local Health District,State Government,Outer Regional Australia,5,11185,Tocumwal - Finley - Jerilderie,10903,Upper Murray exc. Albury,Hume,ML216,Murrumbidgee,PHN110,15560,Murrumbidgee (A),-35.356943,145.719071,"$955,574 "
Kyogle Multi-Purpose Service,199 Summerland Way, ,KYOGLE,NSW,2474,Far North Coast,Multi-Purpose Service,28,6,0,Northern NSW Local Health District,State Government,Inner Regional Australia,5,11247,Kyogle,11202,Richmond Valley - Hinterland,North Coast NSW,ML113,North Coast,PHN109,14550,Kyogle (A),-28.627076,153.001728,"$1,886,605 "
Lake Cargelligo Multi-Purpose Service,26 Uabba Street, ,LAKE CARGELLIGO,NSW,2672,Central West,Multi-Purpose Service,16,0,0,Murrumbidgee Local Health District,State Government,Remote Australia,6,11062,Condobolin,10302,Lachlan Valley,Murrumbidgee,ML116,Murrumbidgee,PHN110,14600,Lachlan (A),-33.29172571,146.3756539,"$1,321,632 "
Winton Multipurpose Health Service,34-77 Blomfield Street, ,WINTON,QLD,4735,Central West,Multi-Purpose Service,9,0,0,Queensland Health,State Government,Very Remote Australia,7,31410,Far Central West,31503,Outback - South,Central and North West Queensland,ML309,Western Queensland,PHN305,37400,Winton (S),-22.38342898,143.042993,"$807,847 "
Mid West - Wudinna MPS,Richards Avenue, ,WUDINNA,SA,5652,Eyre Peninsula,Multi-Purpose Service,10,0,0,Mid-West Health & Aged Care Inc,State Government,Very Remote Australia,7,41132,Le Hunte - Elliston,40601,Eyre Peninsula and South West,Country North SA,ML405,Country SA,PHN402,48640,Wudinna (DC),-33.04886,135.4674,"$911,905 "
Mallee - Lameroo MPS,1 A Vardon Terrace, ,LAMEROO,SA,5302,"Hills, Mallee & Southern",Multi-Purpose Service,16,0,0,Riverland Mallee Coorong Local Health Network Incorporated,State Government,Remote Australia,6,41161,Karoonda - Lameroo,40703,Murray and Mallee,Country South SA,ML404,Country SA,PHN402,47290,Southern Mallee (DC),-35.32854081,140.515444,"$1,336,933 "
Kangaroo Island MPS,Kangaroo Island Health Services,3-7 Kingscote Esplanade,KINGSCOTE,SA,5223,"Hills, Mallee & Southern",Multi-Purpose Service,53,8,0,Barossa Hills Fleurieu Local Health Network Incorporated,State Government,Remote Australia,7,41145,Kangaroo Island,40701,Fleurieu - Kangaroo Island,Southern Adelaide - Fleurieu - Kangaroo Island,ML403,Country SA,PHN402,42750,Kangaroo Island (DC),-35.65281,137.641302,"$3,782,422 "
Eastern Eyre - Cleve MPS,North Terrace, ,CLEVE,SA,5640,Eyre Peninsula,Multi-Purpose Service,35,2,0,Eyre and Far North Local Health Network Incorporated,State Government,Remote Australia,6,41131,Kimba - Cleve - Franklin Harbour,40601,Eyre Peninsula and South West,Country North SA,ML405,Country SA,PHN402,41190,Cleve (DC),-33.6982343,136.4940168,"$2,452,563 "
Ceduna MPS,3 Eyre Highway, ,CEDUNA,SA,5690,Eyre Peninsula,Multi-Purpose Service,38,0,0,Eyre and Far North Local Health Network Incorporated,State Government,Very Remote Australia,7,41129,Ceduna,40601,Eyre Peninsula and South West,Country North SA,ML405,Country SA,PHN402,41010,Ceduna (DC),-32.11905069,133.672222,"$2,872,134 "
Timboon & District Healthcare Service MPS,21 Hospital Road, ,TIMBOON,VIC,3268,Barwon-South Western,Multi-Purpose Service,14,0,0,Timboon & District Healthcare Service,State Government,Outer Regional Australia,5,21475,Corangamite - South,21703,Colac - Corangamite,Great South Coast,ML212,Western Victoria,PHN206,21830,Corangamite (S),-38.486257,142.977132,"$982,511 "
Robinvale MPS,128 Latje Road, ,ROBINVALE,VIC,3549,Loddon-Mallee,Multi-Purpose Service,19,3,0,Robinvale District Health Services,State Government,Outer Regional Australia,5,21403,Robinvale,21503,Murray River - Swan Hill,Lower Murray,ML213,Murray,PHN205,26610,Swan Hill (RC),-34.584114,142.781005,"$1,407,458 "
Emmaville Multi-Purpose Service,13-33 Glen Innes Road, ,EMMAVILLE,NSW,2371,New England,Multi-Purpose Service,13,7,0,Hunter New England Local Health District,State Government,Outer Regional Australia,5,11190,Glen Innes,11002,Inverell - Tenterfield,New England,ML114,Hunter New England and Central Coast,PHN108,13010,Glen Innes Severn (A),-29.45011914,151.598799,"$1,037,326 "
Catholic Healthcare Holy Spirit Croydon,6 Brighton Street, ,CROYDON,NSW,2132,Inner West,Residential,127,0,0,Catholic Healthcare Limited,Charitable,Major Cities of Australia,1,11393,Croydon Park - Enfield,12003,Strathfield - Burwood - Ashfield,Inner West Sydney,ML102,Central and Eastern Sydney,PHN101,11300,Burwood (A),-33.88917001,151.1104718,"$9,799,696 "
Sandbrook Assisted Aged Care,10 Executive Drive, ,BURLEIGH WATERS,QLD,4220,South Coast,Residential,115,0,0,McKenzie Aged Care Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,31226,Burleigh Waters,30901,Broadbeach - Burleigh,Gold Coast,ML303,Gold Coast,PHN303,33430,Gold Coast (C),-28.09802702,153.4230145,"$8,967,183 "
Hill View House - Merrimac,239 Gooding Drive, ,MERRIMAC,QLD,4226,South Coast,Residential,134,0,0,EAST COAST CARE NO.7 PTY LTD,Private Incorporated Body,Major Cities of Australia,1,31260,Merrimac,30908,Robina,Gold Coast,ML303,Gold Coast,PHN303,33430,Gold Coast (C),-28.03856336,153.3776221,"$8,857,251 "
Bolton Clarke Tantula Rise,96 Tantula Road West, ,ALEXANDRA HEADLAND,QLD,4572,Sunshine Coast,Residential,120,0,0,RSL Care RDNS Limited,Charitable,Major Cities of Australia,1,31428,Mooloolaba - Alexandra Headland,31603,Maroochy,Sunshine Coast,ML304,"Central Queensland, Wide Bay, Sunshine Coast",PHN306,36720,Sunshine Coast (R),-26.67318153,153.0970459,"$9,796,060 "
Bolton Clarke Talbarra,130 - 150 Old Logan Village Road, ,WATERFORD,QLD,4133,Logan River Valley,Residential,60,0,0,RSL Care RDNS Limited,Charitable,Major Cities of Australia,1,31323,Bethania - Waterford,31105,Loganlea - Carbrook,Greater Metro South Brisbane,ML302,Brisbane South,PHN302,34590,Logan (C),-27.70357077,153.1516164,"$5,628,136 "
Bolton Clarke Moreton Shores,101 King Street, ,THORNLANDS,QLD,4164,Brisbane South,Residential,120,0,0,RSL Care RDNS Limited,Charitable,Major Cities of Australia,1,31012,Thornlands,30102,Cleveland - Stradbroke,Greater Metro South Brisbane,ML302,Brisbane South,PHN302,36250,Redland (C),-27.56338691,153.2800446,"$9,846,371 "
Arcare Slacks Creek,8 Janice Street, ,SLACKS CREEK,QLD,4127,Logan River Valley,Residential,109,0,0,K & M Healthcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,31333,Slacks Creek,31106,Springwood - Kingston,Greater Metro South Brisbane,ML302,Brisbane South,PHN302,34590,Logan (C),-27.63975715,153.1227875,"$9,863,582 "
Glasshouse Views,96 Peachester Road, ,BEERWAH,QLD,4519,Sunshine Coast,Residential,99,0,0,McKenzie Aged Care Group Pty Ltd,Private Incorporated Body,Inner Regional Australia,2,31439,Beerwah,31606,Sunshine Coast Hinterland,Sunshine Coast,ML304,"Central Queensland, Wide Bay, Sunshine Coast",PHN306,36720,Sunshine Coast (R),-26.85791992,152.9490004,"$7,760,336 "
Blue Care Gladstone Edenvale Aged Care Facility,41 Glen Eden Drive, ,GLEN EDEN,QLD,4680,Fitzroy,Residential,52,0,0,The Uniting Church in Australia Property Trust (Q.),Religious,Inner Regional Australia,3,31538,Telina - Toolooa,30805,Gladstone,Central Queensland,ML308,"Central Queensland, Wide Bay, Sunshine Coast",PHN306,33360,Gladstone (R),-23.89625114,151.2733155,"$4,614,244 "
Blue Care Capricorn Aged Care Facility,26 Magpie Avenue, ,YEPPOON,QLD,4703,Fitzroy,Residential,66,0,0,The Uniting Church in Australia Property Trust (Q.),Religious,Inner Regional Australia,3,31223,Yeppoon,30803,Rockhampton,Central Queensland,ML308,"Central Queensland, Wide Bay, Sunshine Coast",PHN306,34530,Livingstone (S),-23.13824657,150.7220098,"$5,429,938 "
Boandik St Mary's,71 Boandik Terrace, ,MOUNT GAMBIER,SA,5290,South East,Residential,68,0,0,Boandik Lodge Inc,Community Based,Inner Regional Australia,3,41173,Mount Gambier - East,40702,Limestone Coast,Country South SA,ML404,Country SA,PHN402,44620,Mount Gambier (C),-37.83650909,140.7882645,"$4,536,029 "
Calvary Haydon Retirement Community,2 Jaeger Circuit, ,BRUCE,ACT,2617,ACT,Residential,100,0,0,Calvary Retirement Communities Limited,Religious,Major Cities of Australia,1,81003,Bruce,80101,Belconnen,Australian Capital Territory,ML801,Australian Capital Territory,PHN801,89399,Unincorporated ACT,-35.2512,149.0876,"$7,057,930 "
Katanning MPS,Clive Street, ,KATANNING,WA,6317,Great Southern,Multi-Purpose Service,18,17,0,WA Country Health Service,State Government,Outer Regional Australia,5,51230,Katanning,50901,Albany,South West WA,ML506,Country WA,PHN503,54340,Katanning (S),-33.68929745,117.556484,"$1,579,297 "
Bethania Gardens,87 - 91 Station Road, ,BETHANIA,QLD,4205,Logan River Valley,Residential,148,0,0,Pu-Fam Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,31323,Bethania - Waterford,31105,Loganlea - Carbrook,Greater Metro South Brisbane,ML302,Brisbane South,PHN302,34590,Logan (C),-27.68673947,153.1585893,"$11,175,555 "
Calamvale Parklands Care Community,8 Raffin Crescent, ,CALAMVALE,QLD,4116,Brisbane South,Residential,120,0,0,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,31073,Calamvale - Stretton,30305,Rocklea - Acacia Ridge,Greater Metro South Brisbane,ML302,Brisbane South,PHN302,31000,Brisbane (C),-27.61638427,153.0365011,"$10,623,111 "
